Age[ka];Depth[mm];d18O[permil ‰]
90.27;473.85;-6.7
90.29;473.87;-6.8
90.31;473.89;-6.82
90.33;473.91;-6.66
90.36;473.93;-6.9
90.38;473.95;-6.81
90.38;473.95;-6.8
90.4;473.97;-6.7
90.43;473.99;-6.67
90.45;474.01;-6.65
90.47;474.04;-6.61
90.49;474.06;-6.8
90.52;474.08;-6.77
90.54;474.1;-6.8
90.56;474.12;-6.75
90.58;474.14;-6.72
90.61;474.16;-6.75
90.63;474.18;-6.8
90.65;474.2;-6.72
90.68;474.22;-6.68
90.7;474.24;-6.65
90.72;474.26;-6.57
90.74;474.28;-6.6
90.77;474.31;-6.64
90.79;474.33;-6.67
90.81;474.35;-6.62
90.82;474.35;-6.63
90.84;474.39;-6.72
90.86;474.44;-6.75
90.88;474.48;-6.78
90.91;474.53;-6.47
90.93;474.57;-6.39
90.95;474.62;-6.47
90.98;474.67;-6.62
91,00;474.71;-6.63
91.02;474.75;-6.7
91.02;474.76;-6.71
91.05;474.8;-6.59
91.07;474.85;-6.58
91.09;474.9;-6.58
91.12;474.94;-6.69
91.14;474.99;-6.61
91.16;475.03;-6.63
91.19;475.08;-6.61
91.21;475.13;-6.55
91.22;475.15;-6.58
91.23;475.17;-6.63
91.26;475.22;-6.76
91.28;475.26;-6.67
91.3;475.31;-6.82
91.33;475.36;-6.86
91.35;475.4;-6.91
91.37;475.45;-6.96
91.4;475.49;-7.01
91.42;475.54;-7.08
91.42;475.55;-7.08
91.44;475.59;-7.03
91.47;475.63;-7.08
91.48;475.67;-6.96
91.5;475.69;-7.12
91.51;475.71;-7.06
91.52;475.74;-7.09
91.53;475.76;-7.17
91.55;475.79;-7.17
91.56;475.81;-7.11
91.57;475.84;-7.12
91.58;475.86;-7.14
91.6;475.89;-7.2
91.61;475.91;-7.09
91.62;475.94;-7.23
91.63;475.95;-7.18
91.63;475.96;-7.12
91.65;475.99;-7.17
91.66;476.01;-7.29
91.67;476.04;-7.16
91.68;476.06;-7.18
91.7;476.08;-7.3
91.71;476.11;-7.42
91.72;476.13;-7.21
91.73;476.16;-7.1
91.75;476.18;-7.1
91.76;476.21;-7.23
91.77;476.23;-7.38
91.78;476.26;-7.4
91.8;476.28;-7.28
91.81;476.31;-7.41
91.82;476.33;-7.26
91.83;476.35;-7.23
91.83;476.36;-7.22
91.85;476.38;-7.22
91.86;476.41;-7.34
91.87;476.43;-7.43
91.88;476.45;-7.36
91.9;476.48;-7.28
91.91;476.5;-7.26
91.92;476.53;-7.24
91.93;476.55;-7.26
91.95;476.58;-7.28
91.96;476.6;-7.19
91.97;476.63;-7.49
91.98;476.65;-7.6
92,00;476.68;-7.23
92.01;476.7;-7.3
92.02;476.73;-7.3
92.03;476.75;-7.19
92.03;476.75;-7.18
92.05;476.78;-7.18
92.06;476.8;-7.14
92.07;476.83;-7.34
92.08;476.85;-7.22
92.1;476.87;-7.2
92.11;476.9;-7.17
92.12;476.92;-7.14
92.13;476.95;-7.14
92.15;476.97;-7.1
92.16;477,00;-7.18
92.17;477.02;-6.99
92.18;477.05;-6.67
92.2;477.07;-6.63
92.21;477.1;-6.65
92.22;477.12;-6.62
92.23;477.15;-6.55
92.24;477.15;-6.54
92.25;477.17;-6.55
92.26;477.2;-6.51
92.27;477.22;-6.66
92.28;477.24;-6.59
92.3;477.27;-6.5
92.31;477.29;-6.51
92.32;477.32;-6.72
92.33;477.34;-6.63
92.35;477.37;-6.58
92.36;477.39;-6.62
92.37;477.42;-6.6
92.38;477.44;-6.68
92.4;477.47;-6.87
92.41;477.49;-6.92
92.42;477.52;-6.82
92.43;477.54;-6.92
92.44;477.55;-6.93
92.45;477.57;-6.94
92.46;477.59;-6.92
92.47;477.61;-6.78
92.48;477.64;-6.8
92.5;477.66;-6.92
92.51;477.69;-6.89
92.52;477.71;-6.87
92.53;477.74;-6.87
92.55;477.76;-6.83
92.56;477.79;-6.92
92.57;477.81;-6.91
92.58;477.84;-6.9
92.6;477.86;-6.99
92.61;477.89;-6.98
92.62;477.91;-6.99
92.63;477.94;-7,00
92.64;477.95;-7.02
92.65;477.96;-7.03
92.66;477.99;-7.03
92.67;478.01;-7.12
92.68;478.03;-7.12
92.7;478.06;-7.02
92.72;478.11;-7.21
92.73;478.13;-7.08
92.75;478.16;-7.03
92.76;478.18;-7.06
92.77;478.21;-6.93
92.78;478.23;-6.76
92.8;478.26;-6.91
92.81;478.28;-6.95
92.82;478.31;-6.8
92.83;478.33;-6.86
92.84;478.35;-6.85
92.85;478.36;-6.84
92.86;478.38;-6.72
92.87;478.4;-6.76
92.88;478.43;-6.71
92.9;478.45;-6.7
92.91;478.48;-6.75
92.92;478.5;-6.82
92.93;478.53;-6.79
92.95;478.55;-6.78
92.96;478.58;-6.6
92.97;478.6;-6.68
92.98;478.63;-6.89
93,00;478.66;-6.51
93.02;478.69;-6.34
93.03;478.72;-6.25
93.05;478.75;-6.11
93.05;478.76;-6.08
93.07;478.79;-6.22
93.08;478.82;-6.16
93.1;478.86;-6.33
93.12;478.89;-6.23
93.14;478.93;-6.14
93.15;478.96;-6.32
93.17;478.99;-6.33
93.19;479.03;-6.39
93.2;479.06;-6.38
93.22;479.09;-6.33
93.24;479.13;-6.38
93.25;479.16;-6.29
93.27;479.19;-6.42
93.29;479.23;-6.54
93.31;479.26;-6.42
93.32;479.29;-6.37
93.34;479.33;-6.42
93.36;479.36;-6.42
93.37;479.39;-6.43
93.39;479.43;-6.42
93.41;479.46;-6.49
93.42;479.5;-6.52
93.44;479.53;-6.58
93.45;479.55;-6.6
93.46;479.56;-6.61
93.48;479.6;-6.61
93.49;479.63;-6.53
93.5;479.65;-6.62
93.5;479.65;-6.69
93.51;479.65;-6.78
93.51;479.66;-6.95
93.51;479.66;-6.83
93.51;479.67;-6.87
93.52;479.67;-6.87
93.52;479.68;-6.94
93.52;479.68;-6.68
93.52;479.69;-6.69
93.52;479.69;-6.71
93.53;479.7;-6.83
93.53;479.7;-6.55
93.53;479.71;-6.83
93.53;479.71;-6.78
93.54;479.72;-6.8
93.54;479.72;-6.88
93.54;479.72;-6.88
93.54;479.73;-6.9
93.55;479.73;-6.9
93.55;479.74;-6.93
93.55;479.74;-6.95
93.66;479.95;-7.02
93.86;480.35;-6.88
94.06;480.75;-6.73
94.26;481.15;-6.7
94.29;481.21;-6.72
94.32;481.25;-6.61
94.38;481.38;-6.74
94.47;481.55;-6.82
94.48;481.58;-6.82
94.58;481.77;-6.75
94.67;481.95;-6.74
94.67;481.96;-6.74
94.77;482.15;-6.52
94.87;482.34;-6.68
94.87;482.35;-6.68
94.97;482.54;-6.66
95.06;482.73;-6.45
95.08;482.75;-6.46
95.16;482.92;-6.55
95.26;483.11;-6.68
95.36;483.3;-6.71
95.45;483.5;-6.69
95.48;483.55;-6.74
95.55;483.69;-6.8
95.65;483.88;-6.96
95.68;483.95;-6.91
95.75;484.07;-6.93
95.84;484.26;-6.94
95.89;484.35;-7.06
95.94;484.46;-7.09
96.09;484.75;-6.87
96.29;485.15;-6.86
96.43;485.42;-6.87
96.49;485.55;-6.81
96.52;485.61;-6.78
96.62;485.8;-7.01
96.7;485.95;-6.95
96.72;485.99;-6.93
96.82;486.18;-6.54
96.9;486.35;-6.47
96.91;486.38;-6.46
97.01;486.57;-6.63
97.1;486.75;-6.48
97.11;486.76;-6.47
97.17;486.89;-6.49
97.21;486.97;-6.54
97.25;487.05;-6.54
97.3;487.13;-6.44
97.31;487.15;-6.37
97.34;487.21;-6.17
97.38;487.29;-6.11
97.42;487.37;-6.03
97.46;487.46;-6.18
97.5;487.54;-6.23
97.51;487.55;-6.21
97.54;487.62;-6.14
97.58;487.7;-6.18
97.63;487.78;-6.26
97.67;487.86;-6.24
97.75;488.02;-6.56
97.79;488.11;-6.38
97.83;488.19;-6.49
97.87;488.27;-6.34
97.91;488.35;-6.35
97.91;488.35;-6.35
97.96;488.43;-6.33
98,00;488.51;-6.49
98.04;488.59;-6.3
98.08;488.67;-6.39
98.1;488.72;-6.36
98.12;488.75;-6.4
98.12;488.75;-6.41
98.13;488.78;-6.42
98.15;488.81;-6.44
98.16;488.84;-6.52
98.18;488.87;-6.73
98.19;488.9;-6.34
98.21;488.93;-6.33
98.22;488.96;-6.36
98.24;488.99;-6.28
98.25;489.02;-6.44
98.27;489.05;-6.29
98.28;489.07;-6.28
98.3;489.1;-6.14
98.31;489.13;-6.13
98.32;489.15;-6.13
98.33;489.16;-6.13
98.34;489.19;-6.19
98.36;489.22;-6.14
98.37;489.25;-6.29
98.39;489.28;-6.2
98.4;489.31;-6.26
98.42;489.34;-6.16
98.43;489.37;-6.23
98.45;489.4;-6.4
98.46;489.43;-6.34
98.47;489.45;-6.26
98.5;489.51;-6.36
98.52;489.55;-6.3
98.53;489.57;-6.26
98.55;489.6;-6.19
98.56;489.63;-6.09
98.58;489.66;-6.36
98.6;489.69;-6.01
98.62;489.73;-6.33
98.64;489.77;-6.22
98.66;489.81;-6.21
98.68;489.85;-6.14
98.7;489.89;-6.15
98.72;489.93;-6.53
98.74;489.97;-6.46
98.76;490.01;-6.11
98.78;490.05;-6.36
98.8;490.09;-6.3
98.82;490.13;-6.47
98.84;490.17;-6.45
98.86;490.21;-6.36
98.88;490.25;-5.8
98.9;490.29;-5.81
98.92;490.32;-5.75
98.93;490.35;-5.83
98.94;490.36;-5.87
98.96;490.4;-5.81
98.98;490.44;-5.82
99,00;490.48;-5.91
99.02;490.52;-5.82
99.04;490.56;-5.77
99.06;490.6;-5.79
99.08;490.64;-5.93
99.1;490.68;-5.8
99.12;490.72;-5.93
99.13;490.75;-5.96
99.14;490.76;-5.96
99.16;490.83;-5.92
99.18;490.9;-5.95
99.2;490.97;-5.89
99.22;491.03;-5.9
99.24;491.1;-6.14
99.25;491.15;-6.11
99.37;491.55;-6.17
